0,1,2,3,4,5,6,7,8,9,10
chicken,specialty chocolate,,,,,,,,,
chicken,frozen meals,,,,,,,,,
zwieback,white bread,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pork,rolls/buns,,,,,,,,,
sparkling wine,canned beer,,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
frozen fish,domestic eggs,,,,,,,,,
pork,herbs,,,,,,,,,
beverages,other vegetables,,,,,,,,,
canned fish,soda,,,,,,,,,
chicken,bottled water,,,,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
other vegetables,candy,,,,,,,,,
white wine,soda,,,,,,,,,
flour,sugar,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
pip fruit,frozen vegetables,butter milk,,,,,,,,
brown bread,yogurt,,,,,,,,,
bottled water,softener,rolls/buns,,,,,,,,
frankfurter,sausage,whole milk,domestic eggs,fruit/vegetable juice,,,,,,
pork,beverages,frozen fish,,,,,,,,
condensed milk,waffles,,,,,,,,,
grapes,hard cheese,,,,,,,,,
other vegetables,dishes,,,,,,,,,
rolls/buns,berries,meat spreads,,,,,,,,
soda,newspapers,,,,,,,,,
beef,ice cream,other vegetables,,,,,,,,
pork,specialty chocolate,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
margarine,mayonnaise,,,,,,,,,
sausage,other vegetables,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
frozen meals,pastry,,,,,,,,,
root vegetables,soda,,,,,,,,,
frozen fish,coffee,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
root vegetables,canned fish,,,,,,,,,
berries,candy,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
whole milk,pip fruit,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
sweet spreads,flower (seeds),,,,,,,,,
chicken,salty snack,,,,,,,,,
other vegetables,margarine,soda,salty snack,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
whole milk,hygiene articles,,,,,,,,,
dessert,soft cheese,shopping bags,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
dog food,white bread,,,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
condensed milk,chocolate,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
frankfurter,citrus fruit,newspapers,,,,,,,,
canned beer,other vegetables,,,,,,,,,
margarine,napkins,,,,,,,,,
pip fruit,whole milk,whole milk,,,,,,,,
white wine,butter,frozen fish,,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
sausage,root vegetables,,,,,,,,,
ice cream,whole milk,margarine,whole milk,,,,,,,
pasta,shopping bags,,,,,,,,,
curd,domestic eggs,,,,,,,,,
sausage,pork,yogurt,napkins,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
sausage,butter,specialty bar,soda,whipped/sour cream,,,,,,
ham,whole milk,shopping bags,,,,,,,,
whole milk,other vegetables,pip fruit,sparkling wine,,,,,,,
tropical fruit,dishes,,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
soda,mustard,,,,,,,,,
dog food,coffee,seasonal products,,,,,,,,
whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
rolls/buns,tidbits,,,,,,,,,
pastry,whole milk,,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
sausage,dessert,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
hamburger meat,pastry,cake bar,brown bread,,,,,,,
other vegetables,bottled beer,white bread,fruit/vegetable juice,,,,,,,
yogurt,brown bread,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
yogurt,condensed milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
turkey,beef,root vegetables,margarine,shopping bags,curd,,,,,
sausage,canned beer,,,,,,,,,
rolls/buns,oil,,,,,,,,,
canned beer,curd,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,onions,,,,,,,,,
UHT-milk,pastry,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
bottled water,frankfurter,dessert,root vegetables,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
grapes,soda,,,,,,,,,
sausage,butter,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
soda,chocolate marshmallow,fruit/vegetable juice,,,,,,,,
whipped/sour cream,sweet spreads,,,,,,,,,
pastry,specialty bar,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
soda,specialty bar,,,,,,,,,
rolls/buns,soda,,,,,,,,,
butter milk,canned vegetables,,,,,,,,,
ham,specialty chocolate,soft cheese,,,,,,,,
curd,rolls/buns,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
tropical fruit,soda,frozen meals,,,,,,,,
tropical fruit,yogurt,misc. beverages,,,,,,,,
pastry,frozen fish,,,,,,,,,
beverages,yogurt,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
root vegetables,coffee,domestic eggs,soda,,,,,,,
pork,liquor,long life bakery product,,,,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
whole milk,dessert,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
berries,condensed milk,,,,,,,,,
yogurt,margarine,,,,,,,,,
beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
other vegetables,rolls/buns,,,,,,,,,
herbs,grapes,whipped/sour cream,,,,,,,,
brown bread,skin care,whipped/sour cream,,,,,,,,
brown bread,grapes,bottled water,soda,,,,,,,
citrus fruit,whole milk,UHT-milk,,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
whole milk,whole milk,,,,,,,,,
fruit/vegetable juice,whole milk,frozen vegetables,rolls/buns,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,butter,,,,,,,,,
beef,napkins,,,,,,,,,
root vegetables,rice,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
onions,frozen dessert,,,,,,,,,
misc. beverages,soda,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
liver loaf,citrus fruit,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
meat,root vegetables,,,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
condensed milk,onions,,,,,,,,,
sausage,ham,shopping bags,whole milk,butter,,,,,,
tropical fruit,whole milk,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
pork,root vegetables,,,,,,,,,
cat food,canned vegetables,,,,,,,,,
chicken,herbs,frozen meals,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
sugar,napkins,,,,,,,,,
beef,whole milk,,,,,,,,,
soda,bottled beer,brown bread,,,,,,,,
soda,nut snack,,,,,,,,,
chewing gum,beef,domestic eggs,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
whole milk,whole milk,,,,,,,,,
long life bakery product,whole milk,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
turkey,newspapers,white wine,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
onions,pastry,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
meat,detergent,roll products ,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
salty snack,whole milk,domestic eggs,shopping bags,,,,,,,
semi-finished bread,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
beef,dessert,,,,,,,,,
meat,rolls/buns,,,,,,,,,
brown bread,white wine,,,,,,,,,
sauces,frozen meals,,,,,,,,,
ham,canned vegetables,,,,,,,,,
ham,tropical fruit,,,,,,,,,
ice cream,onions,,,,,,,,,
coffee,cling film/bags,,,,,,,,,
soda,yogurt,,,,,,,,,
butter,mustard,,,,,,,,,
bottled water,whole milk,,,,,,,,,
hamburger meat,oil,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
UHT-milk,flour,,,,,,,,,
curd,beef,napkins,,,,,,,,
red/blush wine,curd,,,,,,,,,
butter,rolls/buns,,,,,,,,,
pastry,chocolate,flour,,,,,,,,
coffee,bottled beer,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,brown bread,,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
white bread,whipped/sour cream,frozen dessert,pastry,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
bottled water,coffee,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pastry,shopping bags,,,,,,,,,
meat,chocolate,,,,,,,,,
beef,meat,,,,,,,,,
frankfurter,pastry,,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
flour,soda,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,canned beer,,,,,,,,,
whole milk,rolls/buns,cat food,shopping bags,,,,,,,
ice cream,butter,,,,,,,,,
salt,whole milk,pickled vegetables,,,,,,,,
frankfurter,canned beer,,,,,,,,,
soda,beef,,,,,,,,,
seasonal products,soups,,,,,,,,,
yogurt,yogurt,,,,,,,,,
butter,newspapers,,,,,,,,,
other vegetables,mustard,,,,,,,,,
onions,pastry,,,,,,,,,
beef,pastry,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
red/blush wine,whole milk,margarine,,,,,,,,
brown bread,chocolate,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
rum,yogurt,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
sausage,pip fruit,chocolate,,,,,,,,
decalcifier,grapes,,,,,,,,,
chewing gum,citrus fruit,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
other vegetables,shopping bags,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
coffee,butter milk,,,,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
curd,yogurt,,,,,,,,,
yogurt,sausage,domestic eggs,other vegetables,nut snack,shopping bags,,,,,
beef,pasta,,,,,,,,,
root vegetables,dessert,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
rolls/buns,dessert,bottled water,chocolate,,,,,,,
bottled water,soda,,,,,,,,,
bottled beer,instant coffee,,,,,,,,,
mayonnaise,instant coffee,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
grapes,rolls/buns,,,,,,,,,
rolls/buns,yogurt,domestic eggs,white bread,,,,,,,
pork,yogurt,napkins,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
frankfurter,curd,beef,whipped/sour cream,,,,,,,
sugar,other vegetables,,,,,,,,,
canned beer,canned fish,,,,,,,,,
pip fruit,margarine,,,,,,,,,
candy,roll products ,frozen vegetables,,,,,,,,
yogurt,sauces,,,,,,,,,
soda,whole milk,,,,,,,,,
root vegetables,sugar,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
sausage,white bread,coffee,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
yogurt,hygiene articles,,,,,,,,,
sausage,whole milk,,,,,,,,,
frankfurter,beverages,beef,whole milk,other vegetables,rolls/buns,softener,vinegar,white bread,,
meat,whole milk,ready soups,,,,,,,,
bottled water,canned beer,,,,,,,,,
sausage,butter,yogurt,yogurt,,,,,,,
chicken,tropical fruit,,,,,,,,,
soups,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chocolate,pip fruit,rolls/buns,other vegetables,frozen vegetables,,,,,,
sausage,curd,meat spreads,,,,,,,,
soda,chewing gum,,,,,,,,,
frozen dessert,misc. beverages,,,,,,,,,
whole milk,whipped/sour cream,long life bakery product,,,,,,,,
cookware,cream cheese ,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
bottled beer,chocolate,,,,,,,,,
other vegetables,coffee,,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
canned beer,beverages,,,,,,,,,
butter,citrus fruit,brown bread,pork,shopping bags,hygiene articles,dessert,whole milk,,,
beverages,bottled water,yogurt,,,,,,,,
frankfurter,ice cream,,,,,,,,,
soda,whole milk,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
pet care,mustard,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
pork,pork,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
soda,specialty bar,,,,,,,,,
waffles,specialty chocolate,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
beverages,cake bar,,,,,,,,,
yogurt,ham,other vegetables,soda,other vegetables,newspapers,nut snack,canned beer,,,
root vegetables,baking powder,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
ham,pastry,,,,,,,,,
bottled water,sauces,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
curd,other vegetables,,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
sausage,soda,,,,,,,,,
semi-finished bread,ketchup,,,,,,,,,
bottled beer,yogurt,soda,,,,,,,,
brown bread,margarine,chocolate,fruit/vegetable juice,,,,,,,
whole milk,chocolate,pickled vegetables,,,,,,,,
finished products,other vegetables,,,,,,,,,
sausage,other vegetables,citrus fruit,curd,red/blush wine,dessert,specialty chocolate,white bread,pastry,,
whole milk,napkins,,,,,,,,,
whole milk,napkins,napkins,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
sausage,whole milk,,,,,,,,,
semi-finished bread,liquor,pastry,,,,,,,,
salty snack,canned beer,,,,,,,,,
yogurt,soda,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
yogurt,cookware,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
pork,bottled water,pastry,,,,,,,,
beef,white bread,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
rolls/buns,canned beer,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,salty snack,cling film/bags,,,,,,,,
yogurt,whole milk,onions,sugar,,,,,,,
finished products,yogurt,bottled beer,bottled water,,,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
frankfurter,pastry,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
citrus fruit,soda,,,,,,,,,
frozen meals,dessert,,,,,,,,,
pork,shopping bags,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
pork,cream cheese ,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
beverages,other vegetables,,,,,,,,,
tropical fruit,butter milk,softener,,,,,,,,
beverages,root vegetables,candles,,,,,,,,
hamburger meat,candles,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
yogurt,other vegetables,baking powder,candy,,,,,,,
pork,pork,male cosmetics,,,,,,,,
frankfurter,brandy,,,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
rolls/buns,yogurt,chicken,whole milk,,,,,,,
sparkling wine,butter,,,,,,,,,
pip fruit,nuts/prunes,bottled beer,,,,,,,,
detergent,candy,,,,,,,,,
soda,zwieback,pastry,,,,,,,,
curd,coffee,,,,,,,,,
sausage,soda,,,,,,,,,
zwieback,salty snack,,,,,,,,,
whole milk,candles,,,,,,,,,
packaged fruit/vegetables,chocolate,,,,,,,,,
frozen fish,specialty cheese,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,butter,,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
brown bread,domestic eggs,,,,,,,,,
whole milk,sugar,,,,,,,,,
tropical fruit,pickled vegetables,,,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
berries,other vegetables,,,,,,,,,
soda,oil,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
photo/film,pip fruit,butter,liquor (appetizer),bottled beer,sweet spreads,,,,,
brown bread,misc. beverages,,,,,,,,,
tropical fruit,berries,other vegetables,yogurt,kitchen towels,napkins,,,,,
yogurt,butter milk,,,,,,,,,
soda,butter milk,,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
newspapers,hard cheese,,,,,,,,,
newspapers,soda,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
frozen potato products,soda,,,,,,,,,
butter,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,shopping bags,other vegetables,whole milk,,,,,,,
finished products,domestic eggs,margarine,,,,,,,,
soap,yogurt,,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
frozen meals,soda,,,,,,,,,
long life bakery product,onions,,,,,,,,,
ham,tropical fruit,popcorn,,,,,,,,
beef,newspapers,bottled beer,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
dishes,bottled water,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
sauces,yogurt,,,,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
beverages,oil,,,,,,,,,
ketchup,whole milk,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
soda,berries,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
whole milk,soda,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
butter milk,root vegetables,,,,,,,,,
brown bread,frozen meals,cat food,white bread,,,,,,,
beef,liquor,,,,,,,,,
whole milk,salty snack,rolls/buns,,,,,,,,
meat,whole milk,whipped/sour cream,,,,,,,,
photo/film,fruit/vegetable juice,,,,,,,,,
honey,yogurt,spices,chocolate,,,,,,,
other vegetables,beverages,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
butter,coffee,,,,,,,,,
rolls/buns,yogurt,napkins,yogurt,candy,sliced cheese,,,,,
specialty bar,chicken,,,,,,,,,
tropical fruit,specialty bar,whole milk,,,,,,,,
pork,sugar,,,,,,,,,
berries,sugar,female sanitary products,dessert,,,,,,,
beverages,soda,,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
Instant food products,yogurt,,,,,,,,,
white wine,brown bread,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
pork,yogurt,,,,,,,,,
chicken,bottled water,,,,,,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
berries,fruit/vegetable juice,,,,,,,,,
pastry,cereals,,,,,,,,,
napkins,soda,,,,,,,,,
root vegetables,frankfurter,other vegetables,mayonnaise,,,,,,,
tropical fruit,ice cream,newspapers,,,,,,,,
dessert,shopping bags,flour,,,,,,,,
dessert,yogurt,,,,,,,,,
sausage,dessert,,,,,,,,,
root vegetables,butter,,,,,,,,,
herbs,curd,,,,,,,,,
sausage,soda,cream cheese ,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
pork,soda,yogurt,,,,,,,,
sausage,whole milk,,,,,,,,,
candy,long life bakery product,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
onions,sauces,,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,frozen vegetables,newspapers,,,,,,,,
frankfurter,yogurt,other vegetables,herbs,male cosmetics,,,,,,
popcorn,flour,,,,,,,,,
beverages,beverages,sugar,pasta,domestic eggs,,,,,,
yogurt,other vegetables,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,brown bread,,,,,,,,,
frozen potato products,domestic eggs,shopping bags,butter milk,,,,,,,
frozen dessert,hard cheese,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
frozen meals,onions,,,,,,,,,
cake bar,long life bakery product,shopping bags,,,,,,,,
chicken,whole milk,curd,frozen meals,beverages,,,,,,
root vegetables,other vegetables,,,,,,,,,
ice cream,rolls/buns,butter milk,,,,,,,,
canned beer,tropical fruit,fruit/vegetable juice,shopping bags,,,,,,,
pastry,bottled beer,,,,,,,,,
soda,yogurt,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
pork,dental care,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
pork,liquor,,,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables,,,,
pastry,grapes,,,,,,,,,
sausage,pet care,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
ice cream,UHT-milk,,,,,,,,,
butter,candy,,,,,,,,,
chicken,finished products,meat,fruit/vegetable juice,,,,,,,
pork,frozen meals,margarine,dessert,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
frankfurter,canned beer,,,,,,,,,
ham,rolls/buns,,,,,,,,,
liquor,brandy,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
bottled water,hair spray,processed cheese,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,sliced cheese,,,,,,,,,
pork,canned beer,,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
yogurt,pet care,,,,,,,,,
female sanitary products,whole milk,hygiene articles,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whole milk,berries,bottled water,curd,napkins,,,,,,
ice cream,pastry,,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
hamburger meat,rolls/buns,pip fruit,berries,,,,,,,
whole milk,yogurt,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
beef,pip fruit,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
sausage,chicken,whipped/sour cream,sparkling wine,,,,,,,
whole milk,male cosmetics,,,,,,,,,
pork,whole milk,,,,,,,,,
soda,pastry,,,,,,,,,
rolls/buns,chicken,whipped/sour cream,canned beer,baking powder,,,,,,
misc. beverages,sliced cheese,domestic eggs,,,,,,,,
soda,liver loaf,,,,,,,,,
canned beer,canned beer,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
whole milk,rolls/buns,canned fish,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
grapes,other vegetables,,,,,,,,,
berries,sugar,,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
butter,dish cleaner,,,,,,,,,
bags,yogurt,soda,,,,,,,,
sausage,meat,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
whole milk,pastry,,,,,,,,,
pastry,other vegetables,,,,,,,,,
semi-finished bread,berries,,,,,,,,,
turkey,root vegetables,,,,,,,,,
waffles,sparkling wine,,,,,,,,,
hard cheese,waffles,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
butter milk,other vegetables,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
curd,brown bread,,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
soda,other vegetables,,,,,,,,,
pastry,curd,,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
tropical fruit,sausage,,,,,,,,,
ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
butter milk,whipped/sour cream,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
citrus fruit,bottled water,,,,,,,,,
other vegetables,sugar,,,,,,,,,
seasonal products,other vegetables,bottled water,,,,,,,,
cling film/bags,fruit/vegetable juice,,,,,,,,,
kitchen towels,bottled beer,,,,,,,,,
pip fruit,flower (seeds),,,,,,,,,
pip fruit,yogurt,,,,,,,,,
pork,newspapers,napkins,,,,,,,,
citrus fruit,beverages,,,,,,,,,
yogurt,grapes,,,,,,,,,
soft cheese,spices,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
pip fruit,root vegetables,root vegetables,beverages,,,,,,,
whole milk,root vegetables,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
chocolate,whole milk,,,,,,,,,
grapes,whipped/sour cream,dishes,,,,,,,,
canned beer,yogurt,,,,,,,,,
citrus fruit,liquor (appetizer),,,,,,,,,
pickled vegetables,whole milk,,,,,,,,,
meat,other vegetables,,,,,,,,,
other vegetables,root vegetables,mayonnaise,,,,,,,,
yogurt,soda,frozen fish,,,,,,,,
beef,root vegetables,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
canned beer,yogurt,coffee,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
hygiene articles,tea,,,,,,,,,
UHT-milk,soda,,,,,,,,,
brown bread,pet care,,,,,,,,,
canned beer,canned beer,dessert,packaged fruit/vegetables,flour,meat spreads,,,,,
other vegetables,rolls/buns,frozen meals,,,,,,,,
sausage,liquor (appetizer),,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
candles,other vegetables,,,,,,,,,
berries,bottled beer,,,,,,,,,
red/blush wine,berries,,,,,,,,,
root vegetables,butter,,,,,,,,,
pip fruit,brandy,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
yogurt,other vegetables,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
other vegetables,dessert,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
soda,soda,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
condensed milk,curd,,,,,,,,,
pip fruit,pastry,,,,,,,,,
yogurt,dessert,,,,,,,,,
